,NK,NKT,CD4T,CD8T,Endothelial,Epithelial,Macrophage,Monocyte,DC,B,Plasma,Mast,Fibroblast,Pericyte
12350,NA,NA,NA,NA,MUC5B,LAIR1,NA,NA,NA,NA,NA,NA,APOL1,TMEM100
12351,NA,NA,NA,NA,SYT8,TTYH1,NA,NA,NA,NA,NA,NA,MYH9,ABCA8
12352,NA,NA,NA,NA,RP11-483L5.1,LENG8-AS1,NA,NA,NA,NA,NA,NA,TXN2,SSTR2
12353,NA,NA,NA,NA,SOX6,LENG8,NA,NA,NA,NA,NA,NA,FOXRED2,REM1
12354,NA,NA,NA,NA,RP11-359E10.1,LENG9,NA,NA,NA,NA,NA,NA,EIF3D,COX4I2
12355,NA,NA,NA,NA,FJX1,LAIR2,NA,NA,NA,NA,NA,NA,IFT27,ZNF208
12356,NA,NA,NA,NA,MAPK8IP1,NLRP2,NA,NA,NA,NA,NA,NA,PVALB,ZNF676
12357,NA,NA,NA,NA,TMEM132A,RDH13,NA,NA,NA,NA,NA,NA,NCF4,PEG3
12358,NA,NA,NA,NA,SYT7,EPS8L1,NA,NA,NA,NA,NA,NA,CSF2RB,RPS4Y1
12359,NA,NA,NA,NA,OVOL1,PPP1R12C,NA,NA,NA,NA,NA,NA,TST,TTTY15
12360,NA,NA,NA,NA,ANO1,TNNT1,NA,NA,NA,NA,NA,NA,MPST,USP9Y
12361,NA,NA,NA,NA,P4HA3,TMEM86B,NA,NA,NA,NA,NA,NA,KCTD17,DDX3Y
12362,NA,NA,NA,NA,CHRDL2,PPP6R1,NA,NA,NA,NA,NA,NA,IL2RB,KDM5D
12363,NA,NA,NA,NA,KLHL35,HSPBP1,NA,NA,NA,NA,NA,NA,C1QTNF6,EIF1AY
12364,NA,NA,NA,NA,TSKU,BRSK1,NA,NA,NA,NA,NA,NA,RAC2,SCARF2
12365,NA,NA,NA,NA,DLG2,SUV420H2,NA,NA,NA,NA,NA,NA,CYTH4,MGAT3
12366,NA,NA,NA,NA,RP11-736K20.5,TMEM238,NA,NA,NA,NA,NA,NA,MFNG,ADAMTS5
12367,NA,NA,NA,NA,NOX4,RPL28,NA,NA,NA,NA,NA,NA,CARD10,NEXN-AS1
12368,NA,NA,NA,NA,ARHGAP42,UBE2S,NA,NA,NA,NA,NA,NA,CDC42EP1,PRRX1
12369,NA,NA,NA,NA,MMP10,ISOC2,NA,NA,NA,NA,NA,NA,LGALS2,RP1-79C4.4
12370,NA,NA,NA,NA,MMP1,ZNF628,NA,NA,NA,NA,NA,NA,GGA1,KCNT2
12371,NA,NA,NA,NA,ARHGAP20,NAT14,NA,NA,NA,NA,NA,NA,SH3BP1,MARK1
12372,NA,NA,NA,NA,TRIM29,FIZ1,NA,NA,NA,NA,NA,NA,LGALS1,RYR2
12373,NA,NA,NA,NA,SCNN1A,ZNF524,NA,NA,NA,NA,NA,NA,NOL12,AC092835.2
12374,NA,NA,NA,NA,U47924.27,ZNF865,NA,NA,NA,NA,NA,NA,TRIOBP,WNT6
12375,NA,NA,NA,NA,CD163L1,ZNF784,NA,NA,NA,NA,NA,NA,H1F0,KCNE4
12376,NA,NA,NA,NA,REP15,ZNF580,NA,NA,NA,NA,NA,NA,GCAT,ECEL1
12377,NA,NA,NA,NA,PTHLH,ZNF581,NA,NA,NA,NA,NA,NA,ANKRD54,ZNF385D
12378,NA,NA,NA,NA,RP11-396F22.1,CCDC106,NA,NA,NA,NA,NA,NA,EIF3L,RP5-966M1.6
12379,NA,NA,NA,NA,RP11-983P16.4,U2AF2,NA,NA,NA,NA,NA,NA,MICALL1,PRR16
12380,NA,NA,NA,NA,AMHR2,EPN1,NA,NA,NA,NA,NA,NA,POLR2F,PCDHB5
12381,NA,NA,NA,NA,AGAP2-AS1,ZNF787,NA,NA,NA,NA,NA,NA,PICK1,MYOZ3
12382,NA,NA,NA,NA,LRIG3,ZNF444,NA,NA,NA,NA,NA,NA,PLA2G6,PPT2-EGFL8
12383,NA,NA,NA,NA,PTPRR,ZSCAN5A,NA,NA,NA,NA,NA,NA,MAFF,RP11-154D6.1
12384,NA,NA,NA,NA,SYT1,ZNF583,NA,NA,NA,NA,NA,NA,TMEM184B,PLN
12385,NA,NA,NA,NA,RASSF9,ZNF667,NA,NA,NA,NA,NA,NA,CSNK1E,MEOX2
12386,NA,NA,NA,NA,KITLG,ZNF667-AS1,NA,NA,NA,NA,NA,NA,KDELR3,CACNA2D1
12387,NA,NA,NA,NA,SNORA40.1,ZNF71,NA,NA,NA,NA,NA,NA,DDX17,TRO
12388,NA,NA,NA,NA,FAM222A,ZNF264,NA,NA,NA,NA,NA,NA,CBY1,CTD-3064M3.7
12389,NA,NA,NA,NA,TBX3,AURKC,NA,NA,NA,NA,NA,NA,TOMM22,C9orf153
12390,NA,NA,NA,NA,HSPB8,ZNF805,NA,NA,NA,NA,NA,NA,JOSD1,RP11-295P9.8
12391,NA,NA,NA,NA,RP11-282O18.3,CTC-444N24.8,NA,NA,NA,NA,NA,NA,GTPBP1,RBM20
12392,NA,NA,NA,NA,RILPL1,ZNF460,NA,NA,NA,NA,NA,NA,SUN2,EBF3
12393,NA,NA,NA,NA,POSTN,CTC-444N24.11,NA,NA,NA,NA,NA,NA,RP3-508I15.21,GNB3
12394,NA,NA,NA,NA,ATP7B,ZNF543,NA,NA,NA,NA,NA,NA,DNAL4,SLCO1C1
12395,NA,NA,NA,NA,DZIP1,ZNF304,NA,NA,NA,NA,NA,NA,NPTXR,DPY19L2
12396,NA,NA,NA,NA,LINC00346,TRAPPC2P1,NA,NA,NA,NA,NA,NA,CBX6,EFS
12397,NA,NA,NA,NA,MCF2L,ZNF548,NA,NA,NA,NA,NA,NA,APOBEC3A,SPTB
12398,NA,NA,NA,NA,CDH24,ZNF17,NA,NA,NA,NA,NA,NA,APOBEC3B,ITGA11
12399,NA,NA,NA,NA,NFATC4,ZNF749,NA,NA,NA,NA,NA,NA,APOBEC3C,CNTNAP1
12400,NA,NA,NA,NA,PRKD1,ZNF772,NA,NA,NA,NA,NA,NA,APOBEC3D,RP11-143K11.1
12401,NA,NA,NA,NA,MIPOL1,ZNF419,NA,NA,NA,NA,NA,NA,APOBEC3F,HSPB7
12402,NA,NA,NA,NA,FRMD6,ZNF773,NA,NA,NA,NA,NA,NA,APOBEC3G,KANK4
12403,NA,NA,NA,NA,NID2,ZNF549,NA,NA,NA,NA,NA,NA,APOBEC3H,PTGER3
12404,NA,NA,NA,NA,BMP4,ZNF550,NA,NA,NA,NA,NA,NA,CBX7,CASQ2
12405,NA,NA,NA,NA,RP11-47I22.2,ZNF416,NA,NA,NA,NA,NA,NA,PDGFB,ASTN1
12406,NA,NA,NA,NA,SMOC1,ZIK1,NA,NA,NA,NA,NA,NA,RPL3,AC096677.1
12407,NA,NA,NA,NA,LTBP2,ZNF530,NA,NA,NA,NA,NA,NA,SYNGR1,LRRTM1
12408,NA,NA,NA,NA,PGF,ZNF134,NA,NA,NA,NA,NA,NA,TAB1,TEX41
12409,NA,NA,NA,NA,PTPN21,ZNF211,NA,NA,NA,NA,NA,NA,MIEF1,SCN3A
12410,NA,NA,NA,NA,PPP4R4,ZNF551,NA,NA,NA,NA,NA,NA,ATF4,STAC
12411,NA,NA,NA,NA,C14orf132,ZNF671,NA,NA,NA,NA,NA,NA,RPS19BP1,MUSTN1
12412,NA,NA,NA,NA,BDKRB2,ZNF776,NA,NA,NA,NA,NA,NA,GRAP2,PDZRN3
12413,NA,NA,NA,NA,BDKRB1,ZNF586,NA,NA,NA,NA,NA,NA,TNRC6B,HTR1F
12414,NA,NA,NA,NA,AHNAK2,ZNF552,NA,NA,NA,NA,NA,NA,ADSL,TMEM108
12415,NA,NA,NA,NA,C14orf79,ZNF587B,NA,NA,NA,NA,NA,NA,SGSM3,CLSTN2
12416,NA,NA,NA,NA,NDN,ZNF814,NA,NA,NA,NA,NA,NA,RP5-1042K10.10,RP11-710C12.1
12417,NA,NA,NA,NA,RP11-128A17.1,ZNF587,NA,NA,NA,NA,NA,NA,MKL1,PRDM6
12418,NA,NA,NA,NA,GPR176,ZNF417,NA,NA,NA,NA,NA,NA,SLC25A17,PCDHB15
12419,NA,NA,NA,NA,RHOV,ZNF256,NA,NA,NA,NA,NA,NA,ST13,MIR145
12420,NA,NA,NA,NA,SPTBN5,ZNF606,NA,NA,NA,NA,NA,NA,XPNPEP3,DRD1
12421,NA,NA,NA,NA,RP11-23P13.7,CTD-2368P22.1,NA,NA,NA,NA,NA,NA,RBX1,SCUBE3
12422,NA,NA,NA,NA,TNFAIP8L3,ZSCAN18,NA,NA,NA,NA,NA,NA,EP300,FHL5
12423,NA,NA,NA,NA,CGNL1,ZNF329,NA,NA,NA,NA,NA,NA,L3MBTL2,FNDC1
12424,NA,NA,NA,NA,ALDH1A2,ZNF274,NA,NA,NA,NA,NA,NA,RANGAP1,TWIST1
12425,NA,NA,NA,NA,C2CD4B,ZNF544,NA,NA,NA,NA,NA,NA,ZC3H7B,DLX5
12426,NA,NA,NA,NA,RBPMS2,CTD-3138B18.5,NA,NA,NA,NA,NA,NA,TEF,LRCH2
12427,NA,NA,NA,NA,SPESP1,AC010642.1,NA,NA,NA,NA,NA,NA,TOB2,LINC00632
12428,NA,NA,NA,NA,LRRC49,A1BG,NA,NA,NA,NA,NA,NA,PHF5A,EBF2
12429,NA,NA,NA,NA,THSD4,ZNF837,NA,NA,NA,NA,NA,NA,ACO2,PI15
12430,NA,NA,NA,NA,ADAMTS7,RPS5,NA,NA,NA,NA,NA,NA,POLR3H,SNX31
12431,NA,NA,NA,NA,KIAA1199,ZNF584,NA,NA,NA,NA,NA,NA,PMM1,RP11-536O18.1
12432,NA,NA,NA,NA,MEX3B,CTD-2619J13.14,NA,NA,NA,NA,NA,NA,DESI1,PALM2-AKAP2
12433,NA,NA,NA,NA,ADAMTSL3,ZNF324B,NA,NA,NA,NA,NA,NA,XRCC6,CTNNA3
12434,NA,NA,NA,NA,LINC00924,ZNF324,NA,NA,NA,NA,NA,NA,NHP2L1,EMX2
12435,NA,NA,NA,NA,TTC23,ZNF446,NA,NA,NA,NA,NA,NA,C22orf46,OR51E1
12436,NA,NA,NA,NA,PCSK6,SLC27A5,NA,NA,NA,NA,NA,NA,MEI1,SCN4B
12437,NA,NA,NA,NA,RHBDF1,ZBTB45,NA,NA,NA,NA,NA,NA,RP5-821D11.7,KCNA5
12438,NA,NA,NA,NA,RGS11,TRIM28,NA,NA,NA,NA,NA,NA,SREBF2,AVPR1A
12439,NA,NA,NA,NA,RP11-161M6.2,CHMP2A,NA,NA,NA,NA,NA,NA,CENPM,CABP1
12440,NA,NA,NA,NA,NPW,UBE2M,NA,NA,NA,NA,NA,NA,WBP2NL,MEDAG
12441,NA,NA,NA,NA,GLIS2,AC016629.8,NA,NA,NA,NA,NA,NA,NAGA,DCLK1
12442,NA,NA,NA,NA,VASN,MZF1,NA,NA,NA,NA,NA,NA,FAM109B,TEX29
12443,NA,NA,NA,NA,SMIM22,CECR7,NA,NA,NA,NA,NA,NA,SMDT1,PYGO1
12444,NA,NA,NA,NA,TMC7,IL17RA,NA,NA,NA,NA,NA,NA,NDUFA6,NTRK3
12445,NA,NA,NA,NA,RP11-626G11.3,CECR5,NA,NA,NA,NA,NA,NA,TCF20,ACAN
12446,NA,NA,NA,NA,IRX3,CECR1,NA,NA,NA,NA,NA,NA,Z83851.1,RP11-401P9.4
12447,NA,NA,NA,NA,CTD-2600O9.1,ATP6V1E1,NA,NA,NA,NA,NA,NA,RRP7A,SLC2A4
12448,NA,NA,NA,NA,NDRG4,BCL2L13,NA,NA,NA,NA,NA,NA,SERHL2,MYOCD
12449,NA,NA,NA,NA,CDH11,BID,NA,NA,NA,NA,NA,NA,POLDIP3,NXPH3
12450,NA,NA,NA,NA,ZDHHC1,LINC00528,NA,NA,NA,NA,NA,NA,RNU12,CPXM1
12451,NA,NA,NA,NA,CDH3,MICAL3,NA,NA,NA,NA,NA,NA,CYB5R3,ADAM33
12452,NA,NA,NA,NA,MTSS1L,XXbac-B476C20.9,NA,NA,NA,NA,NA,NA,ATP5L2,BPI
12453,NA,NA,NA,NA,TUBB3.1,PEX26,NA,NA,NA,NA,NA,NA,A4GALT,TMEM59L
12454,NA,NA,NA,NA,RP11-356C4.3,USP18,NA,NA,NA,NA,NA,NA,ARFGAP3,CCDC8
12455,NA,NA,NA,NA,RTN4RL1,DGCR6,NA,NA,NA,NA,NA,NA,PACSIN2,CSDC2
12456,NA,NA,NA,NA,PITPNM3,DGCR2,NA,NA,NA,NA,NA,NA,TTLL1,LINC00310
12457,NA,NA,NA,NA,NTN1,DGCR14,NA,NA,NA,NA,NA,NA,BIK,GABRD
12458,NA,NA,NA,NA,KCNJ12,AC004463.6,NA,NA,NA,NA,NA,NA,MCAT,THSD7B
12459,NA,NA,NA,NA,ANKRD13B,SLC25A1,NA,NA,NA,NA,NA,NA,TSPO,LSMEM2
12460,NA,NA,NA,NA,OMG,HIRA,NA,NA,NA,NA,NA,NA,TTLL12,COL25A1
12461,NA,NA,NA,NA,MMP28,C22orf39,NA,NA,NA,NA,NA,NA,SAMM50,THBS4
12462,NA,NA,NA,NA,KRT15,MRPL40,NA,NA,NA,NA,NA,NA,PARVB,SLC6A7
12463,NA,NA,NA,NA,KRT16,UFD1L,NA,NA,NA,NA,NA,NA,PARVG,RP11-175K6.1
12464,NA,NA,NA,NA,KRT17,CDC45,NA,NA,NA,NA,NA,NA,LDOC1L,BMP5
12465,NA,NA,NA,NA,PLEKHH3,CLDN5,NA,NA,NA,NA,NA,NA,PRR5,RP3-525N10.2
12466,NA,NA,NA,NA,HIGD1B,GNB1L,NA,NA,NA,NA,NA,NA,ARHGAP8,COL9A1
12467,NA,NA,NA,NA,PLCD3,C22orf29,NA,NA,NA,NA,NA,NA,CTA-217C2.1,LINC00473
12468,NA,NA,NA,NA,ITGB3,TXNRD2,NA,NA,NA,NA,NA,NA,NUP50,GCK
12469,NA,NA,NA,NA,HOXB6,COMT,NA,NA,NA,NA,NA,NA,KIAA0930,DUSP26
12470,NA,NA,NA,NA,SAMD14,TANGO2,NA,NA,NA,NA,NA,NA,FAM118A,BHLHE22
12471,NA,NA,NA,NA,RP11-332H18.4,DGCR8,NA,NA,NA,NA,NA,NA,ATXN10,RP11-143M1.2
12472,NA,NA,NA,NA,TBX2,TRMT2A,NA,NA,NA,NA,NA,NA,RP6-109B7.3,ACTA2-AS1
12473,NA,NA,NA,NA,CEP112,RANBP1,NA,NA,NA,NA,NA,NA,FLJ27365,DPYSL4
12474,NA,NA,NA,NA,ABCA6,ZDHHC8,NA,NA,NA,NA,NA,NA,PPARA,FZD10
12475,NA,NA,NA,NA,KCNJ2-AS1,RTN4R,NA,NA,NA,NA,NA,NA,CDPF1,TRPC4
12476,NA,NA,NA,NA,LINC00511,DGCR6L,NA,NA,NA,NA,NA,NA,TTC38,SRL
12477,NA,NA,NA,NA,CCDC40,AC023490.1,NA,NA,NA,NA,NA,NA,GTSE1,CLEC18B
12478,NA,NA,NA,NA,AATK,ZNF74,NA,NA,NA,NA,NA,NA,TRMU,RP11-264B14.1
12479,NA,NA,NA,NA,RP11-838N2.4,KLHL22,NA,NA,NA,NA,NA,NA,CELSR1,LRRC4B
12480,NA,NA,NA,NA,ARHGAP28,MED15,NA,NA,NA,NA,NA,NA,GRAMD4,GRIK1
12481,NA,NA,NA,NA,SOGA2,PI4KA,NA,NA,NA,NA,NA,NA,CERK,NA
12482,NA,NA,NA,NA,APCDD1,SERPIND1,NA,NA,NA,NA,NA,NA,CTA-29F11.1,NA
12483,NA,NA,NA,NA,RP11-820I16.4,SNAP29,NA,NA,NA,NA,NA,NA,TBC1D22A,NA
12484,NA,NA,NA,NA,LAMA3,CRKL,NA,NA,NA,NA,NA,NA,C22orf34,NA
12485,NA,NA,NA,NA,GAREM,XXbac-B135H6.15,NA,NA,NA,NA,NA,NA,RP1-29C18.10,NA
12486,NA,NA,NA,NA,CELF4,AIFM3,NA,NA,NA,NA,NA,NA,BRD1,NA
12487,NA,NA,NA,NA,KATNAL2,LZTR1,NA,NA,NA,NA,NA,NA,ZBED4,NA
12488,NA,NA,NA,NA,ZBTB7C,XXbac-B135H6.18,NA,NA,NA,NA,NA,NA,ALG12,NA
12489,NA,NA,NA,NA,LIPG,THAP7,NA,NA,NA,NA,NA,NA,CRELD2,NA
12490,NA,NA,NA,NA,SLC52A3,THAP7-AS1,NA,NA,NA,NA,NA,NA,PIM3,NA
12491,NA,NA,NA,NA,AL136531.1,HIC2,NA,NA,NA,NA,NA,NA,TRABD,NA
12492,NA,NA,NA,NA,RP11-128M1.1,TMEM191C,NA,NA,NA,NA,NA,NA,RP3-402G11.26,NA
12493,NA,NA,NA,NA,LZTS3,UBE2L3,NA,NA,NA,NA,NA,NA,SELO,NA
12494,NA,NA,NA,NA,BMP2,YDJC,NA,NA,NA,NA,NA,NA,TUBGCP6,NA
12495,NA,NA,NA,NA,PLCB4,SDF2L1,NA,NA,NA,NA,NA,NA,HDAC10,NA
12496,NA,NA,NA,NA,RP1-278O22.1,PPIL2,NA,NA,NA,NA,NA,NA,MAPK12,NA
12497,NA,NA,NA,NA,FLRT3,YPEL1,NA,NA,NA,NA,NA,NA,MAPK11,NA
12498,NA,NA,NA,NA,BFSP1,MAPK1,NA,NA,NA,NA,NA,NA,PLXNB2,NA
12499,NA,NA,NA,NA,FOXS1,PPM1F,NA,NA,NA,NA,NA,NA,DENND6B,NA
12500,NA,NA,NA,NA,EPB41L1,LL22NC03-86G7.1,NA,NA,NA,NA,NA,NA,PPP6R2,NA
12501,NA,NA,NA,NA,KCNK15,TOP3B,NA,NA,NA,NA,NA,NA,SBF1,NA
12502,NA,NA,NA,NA,PI3,LL22NC03-2H8.5,NA,NA,NA,NA,NA,NA,LMF2,NA
12503,NA,NA,NA,NA,ZNF334,IGLL5,NA,NA,NA,NA,NA,NA,NCAPH2,NA
12504,NA,NA,NA,NA,SLC2A10,RAB36,NA,NA,NA,NA,NA,NA,SCO2,NA
12505,NA,NA,NA,NA,EYA2,BCR,NA,NA,NA,NA,NA,NA,TYMP,NA
12506,NA,NA,NA,NA,PTGIS,RGL4,NA,NA,NA,NA,NA,NA,ODF3B,NA
12507,NA,NA,NA,NA,PHACTR3,CHCHD10,NA,NA,NA,NA,NA,NA,CPT1B,NA
12508,NA,NA,NA,NA,PPP1R3D,SMARCB1,NA,NA,NA,NA,NA,NA,CHKB,NA
12509,NA,NA,NA,NA,CDH26,DERL3,NA,NA,NA,NA,NA,NA,CHKB-AS1,NA
12510,NA,NA,NA,NA,KCNQ2,SLC2A11,NA,NA,NA,NA,NA,NA,ARSA,NA
12511,NA,NA,NA,NA,MISP,MIF,NA,NA,NA,NA,NA,NA,RABL2B,NA
12512,NA,NA,NA,NA,ZNF554,AP000350.4,NA,NA,NA,NA,NA,NA,AP001347.6,NA
12513,NA,NA,NA,NA,PLIN4,DDT,NA,NA,NA,NA,NA,NA,HSPA13,NA
12514,NA,NA,NA,NA,CTB-50L17.14,GSTT1,NA,NA,NA,NA,NA,NA,SAMSN1,NA
12515,NA,NA,NA,NA,MUC16,CABIN1,NA,NA,NA,NA,NA,NA,AF127936.7,NA
12516,NA,NA,NA,NA,CTD-2369P2.8,SPECC1L,NA,NA,NA,NA,NA,NA,NRIP1,NA
12517,NA,NA,NA,NA,RGL3,UPB1,NA,NA,NA,NA,NA,NA,USP25,NA
12518,NA,NA,NA,NA,SYDE1,GUCD1,NA,NA,NA,NA,NA,NA,LINC00478,NA
12519,NA,NA,NA,NA,NOTCH3,SNRPD3,NA,NA,NA,NA,NA,NA,CXADR,NA
12520,NA,NA,NA,NA,CPAMD8,GGT1,NA,NA,NA,NA,NA,NA,BTG3,NA
12521,NA,NA,NA,NA,PDE4C,KIAA1671,NA,NA,NA,NA,NA,NA,C21orf91,NA
12522,NA,NA,NA,NA,CTD-2538C1.2,LRP5L,NA,NA,NA,NA,NA,NA,MIR155HG,NA
12523,NA,NA,NA,NA,LRP3,ADRBK2,NA,NA,NA,NA,NA,NA,MRPL39,NA
12524,NA,NA,NA,NA,WTIP,ASPHD2,NA,NA,NA,NA,NA,NA,JAM2,NA
12525,NA,NA,NA,NA,MAG,HPS4,NA,NA,NA,NA,NA,NA,ATP5J,NA
12526,NA,NA,NA,NA,HSPB6,SRRD,NA,NA,NA,NA,NA,NA,GABPA,NA
12527,NA,NA,NA,NA,APLP1,TFIP11,NA,NA,NA,NA,NA,NA,APP,NA
12528,NA,NA,NA,NA,PRX,CTA-445C9.14,NA,NA,NA,NA,NA,NA,CYYR1,NA
12529,NA,NA,NA,NA,CEACAM5,CTA-445C9.15,NA,NA,NA,NA,NA,NA,ADAMTS1,NA
12530,NA,NA,NA,NA,LYPD5,TPST2,NA,NA,NA,NA,NA,NA,AF131217.1,NA
12531,NA,NA,NA,NA,RP11-15A1.7,MIAT,NA,NA,NA,NA,NA,NA,N6AMT1,NA
12532,NA,NA,NA,NA,CEACAM19,CTA-211A9.5,NA,NA,NA,NA,NA,NA,LTN1,NA
12533,NA,NA,NA,NA,SIX5,PITPNB,NA,NA,NA,NA,NA,NA,RWDD2B,NA
12534,NA,NA,NA,NA,HIF3A,TTC28,NA,NA,NA,NA,NA,NA,RP1-100J12.1,NA
12535,NA,NA,NA,NA,FUT1,CHEK2,NA,NA,NA,NA,NA,NA,USP16,NA
12536,NA,NA,NA,NA,ADM5,HSCB,NA,NA,NA,NA,NA,NA,CCT8,NA
12537,NA,NA,NA,NA,CPT1C,CCDC117,NA,NA,NA,NA,NA,NA,MAP3K7CL,NA
12538,NA,NA,NA,NA,C19orf81,XBP1,NA,NA,NA,NA,NA,NA,BACH1,NA
12539,NA,NA,NA,NA,KLK6,CTA-292E10.6,NA,NA,NA,NA,NA,NA,TIAM1,NA
12540,NA,NA,NA,NA,CTU1,ZNRF3-AS1,NA,NA,NA,NA,NA,NA,SOD1,NA
12541,NA,NA,NA,NA,ZNF415,RHBDD3,NA,NA,NA,NA,NA,NA,SCAF4,NA
12542,NA,NA,NA,NA,CDC42EP5,EWSR1,NA,NA,NA,NA,NA,NA,MIS18A,NA
12543,NA,NA,NA,NA,ZNF579,GAS2L1,NA,NA,NA,NA,NA,NA,URB1,NA
12544,NA,NA,NA,NA,C19orf18,AP1B1,NA,NA,NA,NA,NA,NA,C21orf119,NA
12545,NA,NA,NA,NA,TBX1,THOC5,NA,NA,NA,NA,NA,NA,EVA1C,NA
12546,NA,NA,NA,NA,ARVCF,NIPSNAP1,NA,NA,NA,NA,NA,NA,C21orf59,NA
12547,NA,NA,NA,NA,MMP11,NF2,NA,NA,NA,NA,NA,NA,SYNJ1,NA
12548,NA,NA,NA,NA,GGT5,ZMAT5,NA,NA,NA,NA,NA,NA,PAXBP1,NA
12549,NA,NA,NA,NA,FAM211B,UQCR10,NA,NA,NA,NA,NA,NA,IFNAR2,NA
12550,NA,NA,NA,NA,MN1,ASCC2,NA,NA,NA,NA,NA,NA,IL10RB-AS1,NA
12551,NA,NA,NA,NA,ZNRF3,MTMR3,NA,NA,NA,NA,NA,NA,IL10RB,NA
12552,NA,NA,NA,NA,KREMEN1,LIF,NA,NA,NA,NA,NA,NA,IFNAR1,NA
12553,NA,NA,NA,NA,LARGE,OSM,NA,NA,NA,NA,NA,NA,IFNGR2,NA
12554,NA,NA,NA,NA,CHADL,GATSL3,NA,NA,NA,NA,NA,NA,TMEM50B,NA
12555,NA,NA,NA,NA,FBLN1,TBC1D10A,NA,NA,NA,NA,NA,NA,GART,NA
12556,NA,NA,NA,NA,SHANK3,SF3A1,NA,NA,NA,NA,NA,NA,SON,NA
12557,NA,NA,NA,NA,RIPK4,CCDC157,NA,NA,NA,NA,NA,NA,DONSON,NA
12558,NA,NA,NA,NA,TFF2,SEC14L2,NA,NA,NA,NA,NA,NA,CRYZL1,NA
12559,NA,NA,NA,NA,TFF1,MTFP1,NA,NA,NA,NA,NA,NA,ITSN1,NA
12560,NA,NA,NA,NA,PNRC2.1,PES1,NA,NA,NA,NA,NA,NA,ATP5O,NA
12561,NA,NA,NA,NA,TAL1,TCN2,NA,NA,NA,NA,NA,NA,LINC00649,NA
12562,NA,NA,NA,NA,CCDC85A,SLC35E4,NA,NA,NA,NA,NA,NA,MRPS6,NA
12563,NA,NA,NA,NA,NAT8,DUSP18,NA,NA,NA,NA,NA,NA,SMIM11,NA
12564,NA,NA,NA,NA,ATOH8,OSBP2,NA,NA,NA,NA,NA,NA,RCAN1,NA
12565,NA,NA,NA,NA,REEP1,MORC2-AS1,NA,NA,NA,NA,NA,NA,RUNX1,NA
12566,NA,NA,NA,NA,ACKR2,MORC2,NA,NA,NA,NA,NA,NA,SETD4,NA
12567,NA,NA,NA,NA,ADAMTS9-AS2,TUG1,NA,NA,NA,NA,NA,NA,CBR1,NA
12568,NA,NA,NA,NA,SEMA5B,SMTN,NA,NA,NA,NA,NA,NA,CBR3,NA
12569,NA,NA,NA,NA,EFCC1,SELM,NA,NA,NA,NA,NA,NA,DOPEY2,NA
12570,NA,NA,NA,NA,DCLK2,RNF185,NA,NA,NA,NA,NA,NA,AP000692.10,NA
12571,NA,NA,NA,NA,KLKB1,LIMK2,NA,NA,NA,NA,NA,NA,MORC3,NA
12572,NA,NA,NA,NA,GHR,PIK3IP1,NA,NA,NA,NA,NA,NA,CHAF1B,NA
12573,NA,NA,NA,NA,PCDHB2,PATZ1,NA,NA,NA,NA,NA,NA,HLCS,NA
12574,NA,NA,NA,NA,PCDHB4,DRG1,NA,NA,NA,NA,NA,NA,PIGP,NA
12575,NA,NA,NA,NA,PCDHB16,EIF4ENIF1,NA,NA,NA,NA,NA,NA,TTC3,NA
12576,NA,NA,NA,NA,BMP6,SFI1,NA,NA,NA,NA,NA,NA,DSCR3,NA
12577,NA,NA,NA,NA,ID4,PISD,NA,NA,NA,NA,NA,NA,DYRK1A,NA
12578,NA,NA,NA,NA,POU5F1,PRR14L,NA,NA,NA,NA,NA,NA,ERG,NA
12579,NA,NA,NA,NA,MOCS1,DEPDC5,NA,NA,NA,NA,NA,NA,ETS2,NA
12580,NA,NA,NA,NA,SOBP,YWHAH,NA,NA,NA,NA,NA,NA,PSMG1,NA
12581,NA,NA,NA,NA,PARK2,RTCB,NA,NA,NA,NA,NA,NA,BRWD1,NA
12582,NA,NA,NA,NA,C6orf123,FBXO7,NA,NA,NA,NA,NA,NA,HMGN1,NA
12583,NA,NA,NA,NA,AC004540.4,TIMP3,NA,NA,NA,NA,NA,NA,WRB,NA
12584,NA,NA,NA,NA,ADCY1,HMGXB4,NA,NA,NA,NA,NA,NA,BACE2,NA
12585,NA,NA,NA,NA,SH2B2,TOM1,NA,NA,NA,NA,NA,NA,FAM3B,NA
12586,NA,NA,NA,NA,LRRC17,HMOX1,NA,NA,NA,NA,NA,NA,MX2,NA
12587,NA,NA,NA,NA,PTN,MCM5,NA,NA,NA,NA,NA,NA,MX1,NA
12588,NA,NA,NA,NA,ARHGAP6,APOL6,NA,NA,NA,NA,NA,NA,TMPRSS2,NA
12589,NA,NA,NA,NA,RAB9B,RBFOX2,NA,NA,NA,NA,NA,NA,PRDM15,NA
12590,NA,NA,NA,NA,GABRE,APOL3,NA,NA,NA,NA,NA,NA,C2CD2,NA
12591,NA,NA,NA,NA,GATA4,APOL4,NA,NA,NA,NA,NA,NA,ZBTB21,NA
12592,NA,NA,NA,NA,AQP7,APOL2,NA,NA,NA,NA,NA,NA,ABCG1,NA
12593,NA,NA,NA,NA,AL953854.2,APOL1,NA,NA,NA,NA,NA,NA,TFF3,NA
12594,NA,NA,NA,NA,RP11-262H14.3,MYH9,NA,NA,NA,NA,NA,NA,TMPRSS3,NA
12595,NA,NA,NA,NA,FAM69B,TXN2,NA,NA,NA,NA,NA,NA,RSPH1,NA
