"";"orig.ident";"seurat_clusters";"cancer_name";"nCount_RNA";"nFeature_RNA";"percent.mito";"group";"Celltype_main";"Celltype_final"
"9214";"GSM4116579";1;"Liver";2136;895;0,842696629213483;"N";"Lymphocytes";"CD4T"
"9215";"GSM4116579";1;"Liver";1988;844;1,55935613682093;"N";"Lymphocytes";"CD8T"
"9216";"GSM4116579";1;"Liver";2130;880;2,48826291079812;"N";"Lymphocytes";"CD8T"
"9217";"GSM4116579";2;"Liver";5646;1555;1,82430038965639;"N";"Myeloids";"DC"
"9218";"GSM4116579";2;"Liver";3079;839;0,974342318934719;"N";"Myeloids";"DC"
"9219";"GSM4116579";2;"Liver";6967;1746;1,72240562652505;"N";"Myeloids";"DC"
"9220";"GSM4116579";1;"Liver";10227;2677;1,5938202796519;"N";"Lymphocytes";"CD4T"
"9221";"GSM4116579";1;"Liver";1973;781;0,963000506842372;"N";"Lymphocytes";"CD4T"
"9222";"GSM4116579";4;"Liver";3722;1365;1,82697474476088;"N";"Lymphocytes";"NK"
"9223";"GSM4116579";1;"Liver";1894;785;3,11510031678986;"N";"Lymphocytes";"CD8T"
"9224";"GSM4116579";1;"Liver";1890;810;1,42857142857143;"N";"Lymphocytes";"CD8T"
"9225";"GSM4116579";2;"Liver";4249;1156;2,25935514238644;"N";"Myeloids";"DC"
"9226";"GSM4116579";1;"Liver";3030;1200;2,40924092409241;"N";"Lymphocytes";"CD8T"
"9227";"GSM4116579";4;"Liver";3705;1376;1,78137651821862;"N";"Lymphocytes";"NK"
"9228";"GSM4116579";1;"Liver";1974;784;2,53292806484296;"N";"Lymphocytes";"CD8T"
"9229";"GSM4116579";3;"Liver";9437;2424;1,80141994277843;"N";"Epithelial";"Epithelial"
"9230";"GSM4116579";1;"Liver";3760;1297;1,72872340425532;"N";"Lymphocytes";"CD8T"
"9231";"GSM4116579";1;"Liver";3767;1279;2,84045659676135;"N";"Lymphocytes";"CD8T"
"9232";"GSM4116579";1;"Liver";2139;925;0,701262272089762;"N";"Lymphocytes";"CD4T"
"9233";"GSM4116579";11;"Liver";3621;1302;1,35321734327534;"N";"Myeloids";"DC"
"9234";"GSM4116579";1;"Liver";1976;872;1,06275303643725;"N";"Lymphocytes";"CD8T"
"9235";"GSM4116579";3;"Liver";9393;2593;1,41594804641755;"N";"Epithelial";"Epithelial"
"9236";"GSM4116579";1;"Liver";2280;862;2,32456140350877;"N";"Lymphocytes";"CD8T"
"9237";"GSM4116579";1;"Liver";2641;1213;1,85535781900795;"N";"Lymphocytes";"CD4T"
"9238";"GSM4116579";1;"Liver";3341;1196;1,31697096677641;"N";"Lymphocytes";"CD8T"
"9239";"GSM4116579";1;"Liver";2441;1031;1,47480540761983;"N";"Lymphocytes";"CD4T"
"9240";"GSM4116579";1;"Liver";2278;866;0,834064969271291;"N";"Lymphocytes";"CD4T"
"9241";"GSM4116579";1;"Liver";4094;1405;2,4914509037616;"N";"Lymphocytes";"CD4T"
"9242";"GSM4116579";1;"Liver";2027;817;1,28268376911692;"N";"Lymphocytes";"CD4T"
"9243";"GSM4116579";1;"Liver";1989;763;2,061337355455;"N";"Lymphocytes";"CD8T"
"9244";"GSM4116579";1;"Liver";2634;1113;1,78435839028094;"N";"Lymphocytes";"NK"
"9245";"GSM4116579";1;"Liver";1926;789;1,66147455867082;"N";"Lymphocytes";"CD4T"
"9246";"GSM4116579";2;"Liver";3373;1214;2,25318707382152;"N";"Myeloids";"Monocyte"
"9247";"GSM4116579";2;"Liver";4694;1251;1,83212611844908;"N";"Myeloids";"DC"
"9248";"GSM4116579";2;"Liver";3887;1104;1,92950861847183;"N";"Myeloids";"Macrophage"
"9249";"GSM4116579";6;"Liver";8713;2112;1,37725238149891;"N";"Lymphocytes";"CD4T"
"9250";"GSM4116579";2;"Liver";5485;1782;2,11485870556062;"N";"Myeloids";"NKT"
"9251";"GSM4116579";5;"Liver";2087;1026;1,43747005270724;"N";"Stromal";"Endothelial"
"9252";"GSM4116579";1;"Liver";3580;1306;0,921787709497207;"N";"Lymphocytes";"CD4T"
"9253";"GSM4116579";1;"Liver";5558;1751;1,29543001079525;"N";"Lymphocytes";"CD4T"
"9254";"GSM4116579";9;"Liver";5010;1356;1,49700598802395;"N";"Myeloids";"DC"
"9255";"GSM4116579";1;"Liver";2968;1158;1,65094339622642;"N";"Lymphocytes";"CD4T"
"9256";"GSM4116579";3;"Liver";8191;2365;2,23415944329142;"N";"Epithelial";"Epithelial"
"9257";"GSM4116579";1;"Liver";1938;668;2,0639834881321;"N";"Lymphocytes";"CD8T"
"9258";"GSM4116579";1;"Liver";1892;806;2,32558139534884;"N";"Lymphocytes";"CD8T"
"9259";"GSM4116579";1;"Liver";2736;1028;0,950292397660819;"N";"Lymphocytes";"CD8T"
"9260";"GSM4116579";1;"Liver";3334;1282;0,839832033593281;"N";"Lymphocytes";"CD8T"
"9261";"GSM4116579";1;"Liver";3248;1261;0,800492610837439;"N";"Lymphocytes";"NK"
"9262";"GSM4116579";9;"Liver";7977;1877;1,516860975304;"N";"Myeloids";"DC"
"9263";"GSM4116579";1;"Liver";1956;812;0,869120654396728;"N";"Lymphocytes";"CD4T"
"9264";"GSM4116579";1;"Liver";2124;877;1,27118644067797;"N";"Lymphocytes";"CD8T"
"9265";"GSM4116579";4;"Liver";3098;1185;2,74370561652679;"N";"Lymphocytes";"NK"
"9266";"GSM4116579";1;"Liver";3763;1329;2,28541057666755;"N";"Lymphocytes";"CD8T"
"9267";"GSM4116579";11;"Liver";5798;1726;1,70748533977234;"N";"Myeloids";"DC"
"9268";"GSM4116579";2;"Liver";7497;2060;2,08083233293317;"N";"Myeloids";"NKT"
"9269";"GSM4116579";6;"Liver";5096;1713;2,31554160125589;"N";"Lymphocytes";"Plasma"
"9270";"GSM4116579";1;"Liver";2205;999;1,36054421768707;"N";"Lymphocytes";"CD8T"
"9271";"GSM4116579";6;"Liver";2930;1020;3,99317406143345;"N";"Lymphocytes";"Plasma"
"9272";"GSM4116579";3;"Liver";5007;1748;1,99720391451967;"N";"Epithelial";"Epithelial"
"9273";"GSM4116579";1;"Liver";3728;1226;3,46030042918455;"N";"Lymphocytes";"CD8T"
"9274";"GSM4116579";1;"Liver";3374;1237;1,8968583283936;"N";"Lymphocytes";"CD8T"
"9275";"GSM4116579";1;"Liver";1944;924;1,54320987654321;"N";"Lymphocytes";"NK"
"9276";"GSM4116579";1;"Liver";2186;881;0,960658737419945;"N";"Lymphocytes";"CD4T"
"9277";"GSM4116579";7;"Liver";1889;898;3,44097406034939;"N";"Epithelial";"Epithelial"
"9278";"GSM4116579";4;"Liver";2674;1112;1,68287210172027;"N";"Lymphocytes";"NK"
"9279";"GSM4116579";1;"Liver";3684;1293;1,76438653637351;"N";"Lymphocytes";"CD8T"
"9280";"GSM4116579";9;"Liver";6136;1571;1,40156453715776;"N";"Myeloids";"DC"
"9281";"GSM4116579";3;"Liver";9157;2614;1,72545593535001;"N";"Epithelial";"Epithelial"
"9282";"GSM4116579";3;"Liver";4442;1558;2,18370103556956;"N";"Epithelial";"Epithelial"
"9283";"GSM4116579";4;"Liver";4225;1588;1,84615384615385;"N";"Lymphocytes";"NK"
"9284";"GSM4116579";1;"Liver";3007;1198;1,42999667442634;"N";"Lymphocytes";"NK"
"9285";"GSM4116579";9;"Liver";7179;1480;1,72726006407578;"N";"Myeloids";"DC"
"9286";"GSM4116579";1;"Liver";1958;705;1,27681307456588;"N";"Lymphocytes";"CD8T"
"9287";"GSM4116579";3;"Liver";4737;1799;2,21659278024066;"N";"Epithelial";"Epithelial"
"9288";"GSM4116579";2;"Liver";5678;1512;1,6907361747094;"N";"Myeloids";"Macrophage"
"9289";"GSM4116579";1;"Liver";4599;1480;1,71776473146336;"N";"Lymphocytes";"CD8T"
"9290";"GSM4116579";3;"Liver";5295;1855;2,32294617563739;"N";"Epithelial";"Epithelial"
"9291";"GSM4116579";1;"Liver";1867;803;1,82110337439743;"N";"Lymphocytes";"CD8T"
"9292";"GSM4116579";2;"Liver";7448;1926;2,3093447905478;"N";"Myeloids";"NKT"
"9293";"GSM4116579";6;"Liver";7224;1922;1,93798449612403;"N";"Lymphocytes";"Plasma"
"9294";"GSM4116579";3;"Liver";7129;2133;1,66923832234535;"N";"Epithelial";"Epithelial"
"9295";"GSM4116579";1;"Liver";2295;962;1,91721132897603;"N";"Lymphocytes";"CD4T"
"9296";"GSM4116579";1;"Liver";2496;961;2,32371794871795;"N";"Lymphocytes";"CD8T"
"9297";"GSM4116579";1;"Liver";1928;811;0,881742738589212;"N";"Lymphocytes";"NKT"
"9298";"GSM4116579";1;"Liver";2146;855;0,792171481826654;"N";"Lymphocytes";"CD4T"
"9299";"GSM4116579";1;"Liver";6451;1868;1,42613548287087;"N";"Lymphocytes";"NK"
"9300";"GSM4116579";1;"Liver";3141;1187;1,87838268067494;"N";"Lymphocytes";"CD8T"
"9301";"GSM4116579";1;"Liver";2851;1139;2,10452472816556;"N";"Lymphocytes";"CD8T"
"9302";"GSM4116579";2;"Liver";12378;2672;2,35902407497172;"N";"Myeloids";"NKT"
"9303";"GSM4116579";1;"Liver";2038;818;1,03042198233562;"N";"Lymphocytes";"CD8T"
"9304";"GSM4116579";1;"Liver";2288;946;1,09265734265734;"N";"Lymphocytes";"CD8T"
"9305";"GSM4116579";1;"Liver";5610;1780;1,7825311942959;"N";"Lymphocytes";"CD8T"
"9306";"GSM4116579";2;"Liver";5755;1672;2,18940052128584;"N";"Myeloids";"NKT"
"9307";"GSM4116579";1;"Liver";3931;1337;2,34037140676673;"N";"Lymphocytes";"CD8T"
"9308";"GSM4116579";3;"Liver";5408;1863;1,92307692307692;"N";"Epithelial";"Epithelial"
"9309";"GSM4116579";1;"Liver";3959;1284;1,38923970699672;"N";"Lymphocytes";"CD8T"
"9310";"GSM4116579";1;"Liver";2251;757;1,3771657041315;"N";"Lymphocytes";"CD4T"
"9311";"GSM4116579";1;"Liver";2809;1015;1,45959416162335;"N";"Lymphocytes";"CD4T"
"9312";"GSM4116579";1;"Liver";1981;749;1,41342756183746;"N";"Lymphocytes";"CD4T"
"9313";"GSM4116579";4;"Liver";3296;1305;1,88106796116505;"N";"Lymphocytes";"NK"
"9314";"GSM4116579";1;"Liver";2163;969;2,9126213592233;"N";"Lymphocytes";"CD8T"
"9315";"GSM4116579";1;"Liver";1919;824;2,08441896821261;"N";"Lymphocytes";"CD8T"
"9316";"GSM4116579";6;"Liver";5971;1543;4,08641768547982;"N";"Lymphocytes";"Plasma"
"9317";"GSM4116579";6;"Liver";6999;1644;2,87183883411916;"N";"Lymphocytes";"Plasma"
"9318";"GSM4116579";1;"Liver";2065;823;0,532687651331719;"N";"Lymphocytes";"CD4T"
"9319";"GSM4116579";1;"Liver";2283;916;1,35786246167324;"N";"Lymphocytes";"CD4T"
"9320";"GSM4116579";1;"Liver";3042;1140;1,11768573307035;"N";"Lymphocytes";"CD4T"
"9321";"GSM4116579";1;"Liver";2914;1153;3,26012354152368;"N";"Lymphocytes";"CD8T"
"9322";"GSM4116579";1;"Liver";3357;1375;1,96604110813226;"N";"Lymphocytes";"CD4T"
"9323";"GSM4116579";3;"Liver";4686;1692;1,9632949210414;"N";"Epithelial";"Epithelial"
"9324";"GSM4116579";1;"Liver";4458;1578;1,9066846119336;"N";"Lymphocytes";"CD8T"
"9325";"GSM4116579";5;"Liver";4136;1619;2,00676982591876;"N";"Stromal";"Fibroblast"
"9326";"GSM4116579";2;"Liver";3988;1226;2,15646940822467;"N";"Myeloids";"Monocyte"
"9327";"GSM4116579";1;"Liver";2218;1073;0,991884580703336;"N";"Lymphocytes";"NK"
"9328";"GSM4116579";2;"Liver";4432;1323;1,9629963898917;"N";"Myeloids";"Macrophage"
"9329";"GSM4116579";1;"Liver";1848;746;2,54329004329004;"N";"Lymphocytes";"CD8T"
"9330";"GSM4116579";2;"Liver";2566;1015;3,00077942322681;"N";"Myeloids";"Monocyte"
"9331";"GSM4116579";1;"Liver";3747;1356;1,28102481985588;"N";"Lymphocytes";"CD8T"
"9332";"GSM4116579";1;"Liver";1889;704;1,05876124933827;"N";"Lymphocytes";"CD4T"
"9333";"GSM4116579";1;"Liver";1898;797;2,73972602739726;"N";"Lymphocytes";"CD8T"
"9334";"GSM4116579";2;"Liver";4559;1395;1,7109015134898;"N";"Myeloids";"Macrophage"
"9335";"GSM4116579";1;"Liver";2129;944;1,12728980742132;"N";"Lymphocytes";"CD8T"
"9336";"GSM4116579";1;"Liver";1861;751;1,23589468027942;"N";"Lymphocytes";"CD8T"
"9337";"GSM4116579";1;"Liver";5716;1722;1,0146955913226;"N";"Lymphocytes";"CD8T"
"9338";"GSM4116579";1;"Liver";3403;1224;2,05700852189245;"N";"Lymphocytes";"CD8T"
"9339";"GSM4116579";1;"Liver";2650;1099;2,79245283018868;"N";"Lymphocytes";"CD8T"
"9340";"GSM4116579";4;"Liver";4133;1483;2,20179046697314;"N";"Lymphocytes";"NK"
"9341";"GSM4116579";4;"Liver";3008;1272;1,59574468085106;"N";"Lymphocytes";"NK"
"9342";"GSM4116579";1;"Liver";1881;845;0,903774587985114;"N";"Lymphocytes";"CD8T"
"9343";"GSM4116579";2;"Liver";4332;1241;2,0544783010157;"N";"Myeloids";"DC"
"9344";"GSM4116579";1;"Liver";3008;1142;1,36303191489362;"N";"Lymphocytes";"CD8T"
"9345";"GSM4116579";3;"Liver";3456;1301;1,24421296296296;"N";"Epithelial";"Epithelial"
"9346";"GSM4116579";4;"Liver";3524;1370;1,75936435868331;"N";"Lymphocytes";"NK"
"9347";"GSM4116579";1;"Liver";2025;859;1,38271604938272;"N";"Lymphocytes";"CD8T"
"9348";"GSM4116579";1;"Liver";2511;1060;1,27439267224213;"N";"Lymphocytes";"CD4T"
"9349";"GSM4116579";2;"Liver";2592;905;2,19907407407407;"N";"Myeloids";"Monocyte"
"9350";"GSM4116579";1;"Liver";2112;961;0,946969696969697;"N";"Lymphocytes";"CD8T"
"9351";"GSM4116579";6;"Liver";11734;2625;2,93165161070394;"N";"Lymphocytes";"Plasma"
"9352";"GSM4116579";1;"Liver";2870;1153;0,871080139372822;"N";"Lymphocytes";"CD8T"
"9353";"GSM4116579";1;"Liver";1960;879;1,1734693877551;"N";"Lymphocytes";"CD8T"
"9354";"GSM4116579";3;"Liver";7233;2185;1,39637771325868;"N";"Epithelial";"Epithelial"
"9355";"GSM4116579";1;"Liver";1906;790;1,62644281217209;"N";"Lymphocytes";"CD8T"
"9356";"GSM4116579";4;"Liver";3822;1482;1,70068027210884;"N";"Lymphocytes";"NK"
"9357";"GSM4116579";1;"Liver";2025;888;1,4320987654321;"N";"Lymphocytes";"CD8T"
"9358";"GSM4116579";1;"Liver";2202;966;2,27066303360581;"N";"Lymphocytes";"CD4T"
"9359";"GSM4116579";3;"Liver";3823;1509;5,41459586712006;"N";"Epithelial";"Epithelial"
"9360";"GSM4116579";1;"Liver";2384;1014;1,34228187919463;"N";"Lymphocytes";"NK"
"9361";"GSM4116579";2;"Liver";8301;2135;1,91543187567763;"N";"Myeloids";"NKT"
"9362";"GSM4116579";10;"Liver";2907;942;2,0639834881321;"N";"Lymphocytes";"B"
"9363";"GSM4116579";9;"Liver";7735;1699;0,788623141564318;"N";"Myeloids";"DC"
"9364";"GSM4116579";1;"Liver";3238;1224;2,59419394688079;"N";"Lymphocytes";"CD8T"
"9365";"GSM4116579";2;"Liver";4639;1336;2,5436516490623;"N";"Myeloids";"DC"
"9366";"GSM4116579";2;"Liver";5236;1565;2,8838808250573;"N";"Myeloids";"Macrophage"
"9367";"GSM4116579";1;"Liver";2420;978;1,2396694214876;"N";"Lymphocytes";"CD4T"
"9368";"GSM4116579";2;"Liver";2731;989;2,30684730867814;"N";"Myeloids";"Monocyte"
"9369";"GSM4116579";2;"Liver";6405;1582;1,4207650273224;"N";"Myeloids";"DC"
"9370";"GSM4116579";1;"Liver";3068;1089;2,47718383311604;"N";"Lymphocytes";"CD4T"
"9371";"GSM4116579";2;"Liver";3206;1116;2,93200249532127;"N";"Myeloids";"NKT"
"9372";"GSM4116579";1;"Liver";1863;749;0,697799248523886;"N";"Lymphocytes";"CD8T"
"9373";"GSM4116579";1;"Liver";2640;1044;1,13636363636364;"N";"Lymphocytes";"CD4T"
"9374";"GSM4116579";1;"Liver";1959;874;1,17406840224604;"N";"Lymphocytes";"CD8T"
"9375";"GSM4116579";2;"Liver";3956;1414;1,66835187057634;"N";"Myeloids";"Macrophage"
"9376";"GSM4116579";3;"Liver";5534;1839;1,84315142753885;"N";"Epithelial";"Epithelial"
"9377";"GSM4116579";1;"Liver";2212;981;0,949367088607595;"N";"Lymphocytes";"NK"
"9378";"GSM4116579";1;"Liver";2165;947;1,20092378752887;"N";"Lymphocytes";"CD8T"
"9379";"GSM4116579";1;"Liver";4772;1631;2,38893545683152;"N";"Lymphocytes";"CD4T"
"9380";"GSM4116579";1;"Liver";5074;1468;1,35987386677178;"N";"Lymphocytes";"CD4T"
"9381";"GSM4116579";1;"Liver";1906;808;1,04931794333683;"N";"Lymphocytes";"CD4T"
"9382";"GSM4116579";1;"Liver";2249;885;1,11160515784793;"N";"Lymphocytes";"CD4T"
"9383";"GSM4116579";3;"Liver";3877;1515;1,26386381222595;"N";"Epithelial";"Epithelial"
"9384";"GSM4116579";1;"Liver";3454;1314;1,85292414591778;"N";"Lymphocytes";"CD8T"
"9385";"GSM4116579";2;"Liver";5255;1645;2,1883920076118;"N";"Myeloids";"Monocyte"
"9386";"GSM4116579";1;"Liver";2235;742;0,939597315436242;"N";"Lymphocytes";"CD4T"
"9387";"GSM4116579";1;"Liver";2589;1007;1,46774816531479;"N";"Lymphocytes";"CD8T"
"9388";"GSM4116579";1;"Liver";3469;1323;0,807149034303834;"N";"Lymphocytes";"CD8T"
"9389";"GSM4116579";1;"Liver";1903;814;0,735680504466632;"N";"Lymphocytes";"CD8T"
"9390";"GSM4116579";4;"Liver";3687;1447;1,73582858692704;"N";"Lymphocytes";"NK"
"9391";"GSM4116579";6;"Liver";3893;1272;1,1302337528898;"N";"Lymphocytes";"Plasma"
"9392";"GSM4116579";3;"Liver";28634;4376;3,02088426346302;"N";"Epithelial";"Epithelial"
"9393";"GSM4116579";3;"Liver";7625;2338;1,58688524590164;"N";"Epithelial";"Epithelial"
"9394";"GSM4116579";1;"Liver";1896;727;2,05696202531646;"N";"Lymphocytes";"CD8T"
"9395";"GSM4116579";1;"Liver";3128;1183;1,53452685421995;"N";"Lymphocytes";"CD8T"
"9396";"GSM4116579";4;"Liver";3599;1264;4,16782439566546;"N";"Lymphocytes";"CD4T"
"9397";"GSM4116579";1;"Liver";4688;1611;0,938566552901024;"N";"Lymphocytes";"CD8T"
"9398";"GSM4116579";1;"Liver";1888;804;0,582627118644068;"N";"Lymphocytes";"CD8T"
"9399";"GSM4116579";11;"Liver";6734;2103;2,39085239085239;"N";"Myeloids";"DC"
"9400";"GSM4116579";2;"Liver";2655;963;1,31826741996234;"N";"Myeloids";"Monocyte"
"9401";"GSM4116579";1;"Liver";2550;1017;0,980392156862745;"N";"Lymphocytes";"CD4T"
"9402";"GSM4116579";2;"Liver";5592;1382;2,43204577968526;"N";"Myeloids";"Macrophage"
"9403";"GSM4116579";1;"Liver";1951;768;0,922603792926704;"N";"Lymphocytes";"CD8T"
"9404";"GSM4116579";1;"Liver";1953;841;0,819252432155658;"N";"Lymphocytes";"CD4T"
"9405";"GSM4116579";1;"Liver";4563;1409;1,84089414858646;"N";"Lymphocytes";"CD8T"
"9406";"GSM4116579";1;"Liver";2796;1070;1,07296137339056;"N";"Lymphocytes";"NK"
"9407";"GSM4116579";6;"Liver";6711;1743;2,36924452391596;"N";"Lymphocytes";"Plasma"
"9408";"GSM4116579";6;"Liver";4431;1305;1,2863913337847;"N";"Lymphocytes";"Plasma"
"9409";"GSM4116579";2;"Liver";7476;2111;1,91278758694489;"N";"Myeloids";"NKT"
"9410";"GSM4116579";1;"Liver";2546;889;1,13904163393559;"N";"Lymphocytes";"CD4T"
"9411";"GSM4116579";1;"Liver";2200;851;0,590909090909091;"N";"Lymphocytes";"CD4T"
"9412";"GSM4116579";2;"Liver";5494;1734;2,14779759737896;"N";"Myeloids";"Macrophage"
